# MeSH entry terms as MONDO disease synonyms -- PRECOMPUTED, do not hand-edit.
# script: scripts/build_mesh_disease_synonyms.py
# built: 2026-08-15T02:02:39+00:00
# mesh: desc2026.gz (NLM, public domain)
# mondo: releases/2026-08-04
# join: MONDO-asserted only (obo MESH xref + sssom exactMatch); unambiguous only; disease branch (C*/F03)
# rows: 8158 over 2594 MONDO terms
mondo_uri	mondo_label	synonym	mesh_id
http://purl.obolibrary.org/obo/MONDO_0000004	adrenocortical insufficiency	Adrenal Gland Hypofunction	MESH:D000309
http://purl.obolibrary.org/obo/MONDO_0000004	adrenocortical insufficiency	Adrenal Insufficiencies	MESH:D000309
http://purl.obolibrary.org/obo/MONDO_0000022	nocturnal enuresis	Nighttime Urinary Incontinence	MESH:D053206
http://purl.obolibrary.org/obo/MONDO_0000082	pelvic organ prolapse	Pelvic Organ Prolapses	MESH:D056887
http://purl.obolibrary.org/obo/MONDO_0000082	pelvic organ prolapse	Urogenital Prolapse	MESH:D056887
http://purl.obolibrary.org/obo/MONDO_0000082	pelvic organ prolapse	Urogenital Prolapses	MESH:D056887
http://purl.obolibrary.org/obo/MONDO_0000087	polymicrogyria	Cerebral Micropolygyria	MESH:D065706
http://purl.obolibrary.org/obo/MONDO_0000087	polymicrogyria	Cerebral Micropolygyrias	MESH:D065706
http://purl.obolibrary.org/obo/MONDO_0000087	polymicrogyria	Cerebral Polymicrogyria	MESH:D065706
http://purl.obolibrary.org/obo/MONDO_0000087	polymicrogyria	Cerebral Polymicrogyrias	MESH:D065706
http://purl.obolibrary.org/obo/MONDO_0000087	polymicrogyria	Micropolygyria	MESH:D065706
http://purl.obolibrary.org/obo/MONDO_0000087	polymicrogyria	Micropolygyrias	MESH:D065706
http://purl.obolibrary.org/obo/MONDO_0000087	polymicrogyria	Polymicrogyrias	MESH:D065706
http://purl.obolibrary.org/obo/MONDO_0000088	precocious puberty	Precocious Puberties	MESH:D011629
http://purl.obolibrary.org/obo/MONDO_0000115	Chiari malformation	Arnold Chiari Deformity	MESH:D001139
http://purl.obolibrary.org/obo/MONDO_0000115	Chiari malformation	Arnold Chiari Malformation	MESH:D001139
http://purl.obolibrary.org/obo/MONDO_0000115	Chiari malformation	Arnold Chiari Syndrome	MESH:D001139
http://purl.obolibrary.org/obo/MONDO_0000115	Chiari malformation	Arnold-Chiari Deformity	MESH:D001139
http://purl.obolibrary.org/obo/MONDO_0000115	Chiari malformation	Arnold-Chiari Syndrome	MESH:D001139
http://purl.obolibrary.org/obo/MONDO_0000128	giant axonal neuropathy	Giant Axonal Neuropathy (GAN)	MESH:D056768
http://purl.obolibrary.org/obo/MONDO_0000153	transposition of the great arteries	Great Arteries Transposition	MESH:D014188
http://purl.obolibrary.org/obo/MONDO_0000153	transposition of the great arteries	Great Arteries Transpositions	MESH:D014188
http://purl.obolibrary.org/obo/MONDO_0000153	transposition of the great arteries	Great Vessels Transpositions	MESH:D014188
http://purl.obolibrary.org/obo/MONDO_0000153	transposition of the great arteries	Transposition of Great Arteries	MESH:D014188
http://purl.obolibrary.org/obo/MONDO_0000158	developmental dysplasia of the hip	Developmental Hip Dislocation	MESH:D000082602
http://purl.obolibrary.org/obo/MONDO_0000158	developmental dysplasia of the hip	Developmental Hip Dislocations	MESH:D000082602
http://purl.obolibrary.org/obo/MONDO_0000158	developmental dysplasia of the hip	Developmental Hip Dysplasia	MESH:D000082602
http://purl.obolibrary.org/obo/MONDO_0000158	developmental dysplasia of the hip	Developmental Hip Dysplasias	MESH:D000082602
http://purl.obolibrary.org/obo/MONDO_0000171	muscular dystrophy-dystroglycanopathy, type A	COD MD Syndrome	MESH:D058494
http://purl.obolibrary.org/obo/MONDO_0000171	muscular dystrophy-dystroglycanopathy, type A	COD-MD Syndrome	MESH:D058494
http://purl.obolibrary.org/obo/MONDO_0000171	muscular dystrophy-dystroglycanopathy, type A	COD-MD Syndromes	MESH:D058494
http://purl.obolibrary.org/obo/MONDO_0000171	muscular dystrophy-dystroglycanopathy, type A	Cerebroocular Dysplasia-Muscular Dystrophy Syndrome	MESH:D058494
http://purl.obolibrary.org/obo/MONDO_0000171	muscular dystrophy-dystroglycanopathy, type A	HARD Syndromes	MESH:D058494
http://purl.obolibrary.org/obo/MONDO_0000171	muscular dystrophy-dystroglycanopathy, type A	Pagon Syndromes	MESH:D058494
http://purl.obolibrary.org/obo/MONDO_0000171	muscular dystrophy-dystroglycanopathy, type A	Walker Warburg Syndrome	MESH:D058494
http://purl.obolibrary.org/obo/MONDO_0000190	ventricular fibrillation	Ventricular Fibrillations	MESH:D014693
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Dengue Hemorrhagic Fever	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Hemorrhagic Dengue	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Hemorrhagic Dengues	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Philippine Hemorrhagic Fever	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Severe Dengue	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Severe Dengues	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Singapore Hemorrhagic Fever	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000248	dengue shock syndrome	Thai Hemorrhagic Fever	MESH:D019595
http://purl.obolibrary.org/obo/MONDO_0000262	otomycosis	Otomycoses	MESH:D059249
http://purl.obolibrary.org/obo/MONDO_0000266	pulmonary aspergilloma	Pulmonary Aspergilloses	MESH:D055732
http://purl.obolibrary.org/obo/MONDO_0000266	pulmonary aspergilloma	Pulmonary Aspergillosis	MESH:D055732
http://purl.obolibrary.org/obo/MONDO_0000306	trichosporonosis	Trichosporon Infection	MESH:D060586
http://purl.obolibrary.org/obo/MONDO_0000306	trichosporonosis	Trichosporon Infections	MESH:D060586
http://purl.obolibrary.org/obo/MONDO_0000306	trichosporonosis	Trichosporonoses	MESH:D060586
http://purl.obolibrary.org/obo/MONDO_0000313	hypophosphatemia	Hypophosphatemias	MESH:D017674
http://purl.obolibrary.org/obo/MONDO_0000327	Buruli ulcer disease	Buruli Ulcer Diseases	MESH:D054312
http://purl.obolibrary.org/obo/MONDO_0000327	Buruli ulcer disease	Mycobacterium ulcerans Infection	MESH:D054312
http://purl.obolibrary.org/obo/MONDO_0000327	Buruli ulcer disease	Mycobacterium ulcerans Infections	MESH:D054312
http://purl.obolibrary.org/obo/MONDO_0000328	hyperphosphatemia	Hyperphosphatemias	MESH:D054559
http://purl.obolibrary.org/obo/MONDO_0000330	endemic typhus	Murine Typhus Infection	MESH:D014437
http://purl.obolibrary.org/obo/MONDO_0000330	endemic typhus	Murine Typhus Infections	MESH:D014437
http://purl.obolibrary.org/obo/MONDO_0000330	endemic typhus	Rickettsia typhi Infection	MESH:D014437
http://purl.obolibrary.org/obo/MONDO_0000330	endemic typhus	Rickettsia typhi Infections	MESH:D014437
http://purl.obolibrary.org/obo/MONDO_0000367	taeniasis	Taenia Infections	MESH:D013622
http://purl.obolibrary.org/obo/MONDO_0000367	taeniasis	Taeniases	MESH:D013622
http://purl.obolibrary.org/obo/MONDO_0000390	vitelliform macular dystrophy	Best Disease	MESH:D057826
http://purl.obolibrary.org/obo/MONDO_0000390	vitelliform macular dystrophy	Best Macular Dystrophy	MESH:D057826
http://purl.obolibrary.org/obo/MONDO_0000390	vitelliform macular dystrophy	Best Vitelliform Macular Dystrophy	MESH:D057826
http://purl.obolibrary.org/obo/MONDO_0000390	vitelliform macular dystrophy	Best's Disease	MESH:D057826
http://purl.obolibrary.org/obo/MONDO_0000390	vitelliform macular dystrophy	Vitelliform Dystrophy	MESH:D057826
http://purl.obolibrary.org/obo/MONDO_0000390	vitelliform macular dystrophy	Vitelliform Macular Dystrophies	MESH:D057826
http://purl.obolibrary.org/obo/MONDO_0000402	small cell carcinoma	Oat Cell Carcinomas	MESH:D018288
http://purl.obolibrary.org/obo/MONDO_0000402	small cell carcinoma	Small Cell Carcinomas	MESH:D018288
http://purl.obolibrary.org/obo/MONDO_0000409	chorioamnionitis	Chorioamnionitides	MESH:D002821
http://purl.obolibrary.org/obo/MONDO_0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	Peripheral T Cell Lymphoma	MESH:D016411
http://purl.obolibrary.org/obo/MONDO_0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	Peripheral T-Cell Lymphomas	MESH:D016411
http://purl.obolibrary.org/obo/MONDO_0000437	cerebellar ataxia	Cerebellar Incoordination	MESH:D002524
http://purl.obolibrary.org/obo/MONDO_0000437	cerebellar ataxia	Cerebellar Incoordinations	MESH:D002524
http://purl.obolibrary.org/obo/MONDO_0000448	paraganglioma	Gangliocytic Paraganglioma	MESH:D010235
http://purl.obolibrary.org/obo/MONDO_0000448	paraganglioma	Gangliocytic Paragangliomas	MESH:D010235
http://purl.obolibrary.org/obo/MONDO_0000448	paraganglioma	Paragangliomata	MESH:D010235
http://purl.obolibrary.org/obo/MONDO_0000448	paraganglioma	Paragangliomatas	MESH:D010235
http://purl.obolibrary.org/obo/MONDO_0000455	cone dystrophy	Cone Dystrophies	MESH:D000077765
http://purl.obolibrary.org/obo/MONDO_0000465	atrioventricular block	AV Blocks	MESH:D054537
http://purl.obolibrary.org/obo/MONDO_0000465	atrioventricular block	Atrioventricular Blocks	MESH:D054537
http://purl.obolibrary.org/obo/MONDO_0000465	atrioventricular block	Atrioventricular Conduction Block	MESH:D054537
http://purl.obolibrary.org/obo/MONDO_0000465	atrioventricular block	Atrioventricular Conduction Blocks	MESH:D054537
http://purl.obolibrary.org/obo/MONDO_0000476	generalized dystonia	Dystonia Musculorum Deformans	MESH:D004422
http://purl.obolibrary.org/obo/MONDO_0000485	spasmodic dystonia	Dysphonia	MESH:D055154
http://purl.obolibrary.org/obo/MONDO_0000485	spasmodic dystonia	Phonation Disorder	MESH:D055154
http://purl.obolibrary.org/obo/MONDO_0000485	spasmodic dystonia	Phonation Disorders	MESH:D055154
http://purl.obolibrary.org/obo/MONDO_0000495	oppositional defiant disorder	Attention Deficit and Disruptive Behavior Disorders	MESH:D019958
http://purl.obolibrary.org/obo/MONDO_0000495	oppositional defiant disorder	Attention Deficit and Disruptive Behavioral Disorders	MESH:D019958
http://purl.obolibrary.org/obo/MONDO_0000497	pyometritis	Pyometras	MESH:D055112
http://purl.obolibrary.org/obo/MONDO_0000502	villous adenoma	Villous Adenomas	MESH:D018253
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	Synucleinopathies	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	a-Synucleinopathies	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	a-Synucleinopathy	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	alpha Synuclein Pathologies	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	alpha Synuclein Pathology	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	alpha Synucleinopathies	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	alpha-Synucleinopathies	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000510	synucleinopathy	alpha-Synucleinopathy	MESH:D000080874
http://purl.obolibrary.org/obo/MONDO_0000596	paraphilic disorder	Paraphilic Disorders	MESH:D010262
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Alogia	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Alogias	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Anepia	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Anepias	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Logagnosia	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Logagnosias	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Logamnesia	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Logamnesias	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Logasthenia	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Logasthenias	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000598	aphasia	Word Deafness	MESH:D001037
http://purl.obolibrary.org/obo/MONDO_0000607	primary cutaneous T-cell non-Hodgkin lymphoma	Cutaneous T-Cell Lymphomas	MESH:D016410
http://purl.obolibrary.org/obo/MONDO_0000610	marantic endocarditis	Marantic Endocarditides	MESH:D059905
http://purl.obolibrary.org/obo/MONDO_0000610	marantic endocarditis	Non Infective Endocarditis	MESH:D059905
http://purl.obolibrary.org/obo/MONDO_0000610	marantic endocarditis	Non-Bacterial Thrombotic Endocarditis	MESH:D059905
http://purl.obolibrary.org/obo/MONDO_0000610	marantic endocarditis	Non-Infective Endocarditides	MESH:D059905
http://purl.obolibrary.org/obo/MONDO_0000610	marantic endocarditis	Non-Infective Endocarditis	MESH:D059905
http://purl.obolibrary.org/obo/MONDO_0000665	apraxia	Dyspraxias	MESH:D001072
http://purl.obolibrary.org/obo/MONDO_0000690	body dysmorphic disorder	Body Dysmorphic Disorders	MESH:D057215
http://purl.obolibrary.org/obo/MONDO_0000690	body dysmorphic disorder	Body Image Disfunction	MESH:D057215
http://purl.obolibrary.org/obo/MONDO_0000690	body dysmorphic disorder	Body Image Disfunctions	MESH:D057215
http://purl.obolibrary.org/obo/MONDO_0000690	body dysmorphic disorder	Body Image Disorder	MESH:D057215
http://purl.obolibrary.org/obo/MONDO_0000690	body dysmorphic disorder	Body Image Disorders	MESH:D057215
http://purl.obolibrary.org/obo/MONDO_0000694	seasonal affective disorder	Seasonal Affective Disorders	MESH:D016574
http://purl.obolibrary.org/obo/MONDO_0000694	seasonal affective disorder	Seasonal Mood Disorder	MESH:D016574
http://purl.obolibrary.org/obo/MONDO_0000694	seasonal affective disorder	Seasonal Mood Disorders	MESH:D016574
http://purl.obolibrary.org/obo/MONDO_0000705	Clostridium difficile colitis	Pseudomembranous Enterocolitis	MESH:D004761
http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	Ileitis	MESH:D007079
http://purl.obolibrary.org/obo/MONDO_0000716	agraphia	Agraphias	MESH:D000381
http://purl.obolibrary.org/obo/MONDO_0000728	ptosis	Blepharoptoses	MESH:D001763
http://purl.obolibrary.org/obo/MONDO_0000728	ptosis	Eyelid Ptoses	MESH:D001763
http://purl.obolibrary.org/obo/MONDO_0000743	oral hairy leukoplakia	Hairy Leukoplakia	MESH:D017733
http://purl.obolibrary.org/obo/MONDO_0000743	oral hairy leukoplakia	Hairy Leukoplakias	MESH:D017733
http://purl.obolibrary.org/obo/MONDO_0000743	oral hairy leukoplakia	Oral Hairy Leukoplakias	MESH:D017733
http://purl.obolibrary.org/obo/MONDO_0000744	lung abscess	Lung Abscesses	MESH:D008169
http://purl.obolibrary.org/obo/MONDO_0000744	lung abscess	Pulmonary Abscess	MESH:D008169
http://purl.obolibrary.org/obo/MONDO_0000744	lung abscess	Pulmonary Abscesses	MESH:D008169
http://purl.obolibrary.org/obo/MONDO_0000745	cardiac arrest	Asystole	MESH:D006323
http://purl.obolibrary.org/obo/MONDO_0000745	cardiac arrest	Asystoles	MESH:D006323
http://purl.obolibrary.org/obo/MONDO_0000745	cardiac arrest	Heart Arrest	MESH:D006323
http://purl.obolibrary.org/obo/MONDO_0000748	mastoiditis	Mastoiditides	MESH:D008417
http://purl.obolibrary.org/obo/MONDO_0000754	anal fistula	Rectal Fistula	MESH:D012003
http://purl.obolibrary.org/obo/MONDO_0000755	ectopic pregnancy	Ectopic Pregnancies	MESH:D011271
http://purl.obolibrary.org/obo/MONDO_0000755	ectopic pregnancy	Extrauterine Pregnancies	MESH:D011271
http://purl.obolibrary.org/obo/MONDO_0000775	drug allergy	Drug Allergies	MESH:D004342
http://purl.obolibrary.org/obo/MONDO_0000775	drug allergy	Drug Hypersensitivities	MESH:D004342
http://purl.obolibrary.org/obo/MONDO_0000775	drug allergy	Drug Hypersensitivity	MESH:D004342
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Latex Allergies	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Latex Hypersensitivities	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Latex Hypersensitivity	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Natural Rubber Latex Allergy	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Rubber Allergies	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Rubber Allergy	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Rubber Latex Allergies	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000807	latex allergy	Rubber Latex Allergy	MESH:D020315
http://purl.obolibrary.org/obo/MONDO_0000811	anomalous left coronary artery from the pulmonary artery	ALCAPA	MESH:D063748
http://purl.obolibrary.org/obo/MONDO_0000811	anomalous left coronary artery from the pulmonary artery	ALCAPA Syndrome	MESH:D063748
http://purl.obolibrary.org/obo/MONDO_0000811	anomalous left coronary artery from the pulmonary artery	ALCAPA Syndromes	MESH:D063748
http://purl.obolibrary.org/obo/MONDO_0000811	anomalous left coronary artery from the pulmonary artery	Bland White Garland Syndrome	MESH:D063748
http://purl.obolibrary.org/obo/MONDO_0000812	vertebral column disorder	Spinal Disease	MESH:D013122
http://purl.obolibrary.org/obo/MONDO_0000812	vertebral column disorder	Spinal Diseases	MESH:D013122
http://purl.obolibrary.org/obo/MONDO_0000813	cardiac tuberculosis	Cardiovascular Tuberculoses	MESH:D014381
http://purl.obolibrary.org/obo/MONDO_0000813	cardiac tuberculosis	Cardiovascular Tuberculosis	MESH:D014381
http://purl.obolibrary.org/obo/MONDO_0000819	anencephaly	Anencephalia	MESH:D000757
http://purl.obolibrary.org/obo/MONDO_0000819	anencephaly	Anencephalias	MESH:D000757
http://purl.obolibrary.org/obo/MONDO_0000819	anencephaly	Brain Congenital Absence	MESH:D000757
http://purl.obolibrary.org/obo/MONDO_0000819	anencephaly	Congenital Absence of Brain	MESH:D000757
http://purl.obolibrary.org/obo/MONDO_0000827	salmonellosis	Salmonella Infections	MESH:D012480
http://purl.obolibrary.org/obo/MONDO_0000827	salmonellosis	Salmonelloses	MESH:D012480
http://purl.obolibrary.org/obo/MONDO_0000837	bone resorption disease	Bone Resorption	MESH:D001862
http://purl.obolibrary.org/obo/MONDO_0000837	bone resorption disease	Bone Resorptions	MESH:D001862
http://purl.obolibrary.org/obo/MONDO_0000837	bone resorption disease	Osteoclastic Bone Loss	MESH:D001862
http://purl.obolibrary.org/obo/MONDO_0000837	bone resorption disease	Osteoclastic Bone Losses	MESH:D001862
http://purl.obolibrary.org/obo/MONDO_0000845	fibrous dysplasia	Bone Fibrous Dysplasia	MESH:D005357
http://purl.obolibrary.org/obo/MONDO_0000845	fibrous dysplasia	Bone Fibrous Dysplasias	MESH:D005357
http://purl.obolibrary.org/obo/MONDO_0000845	fibrous dysplasia	Jaffe Lichtenstein Disease	MESH:D005357
http://purl.obolibrary.org/obo/MONDO_0000845	fibrous dysplasia	Jaffe-Lichtenstein Disease	MESH:D005357
http://purl.obolibrary.org/obo/MONDO_0000845	fibrous dysplasia	Osteitis Fibrosa Disseminata	MESH:D005357
http://purl.obolibrary.org/obo/MONDO_0000859	spina bifida occulta	Closed Spinal Bifida	MESH:D016136
http://purl.obolibrary.org/obo/MONDO_0000859	spina bifida occulta	Occult Spina Bifida	MESH:D016136
http://purl.obolibrary.org/obo/MONDO_0000889	haemophilus meningitis	Haemophilus Meningitides	MESH:D008583
http://purl.obolibrary.org/obo/MONDO_0000889	haemophilus meningitis	Hemophilus Meningitides	MESH:D008583
http://purl.obolibrary.org/obo/MONDO_0000889	haemophilus meningitis	Hemophilus Meningitis	MESH:D008583
http://purl.obolibrary.org/obo/MONDO_0000920	duodenum cancer	Duodenal Neoplasm	MESH:D004379
http://purl.obolibrary.org/obo/MONDO_0000920	duodenum cancer	Duodenal Neoplasms	MESH:D004379
http://purl.obolibrary.org/obo/MONDO_0000922	pelvic inflammatory disease	Inflammatory Pelvic Disease	MESH:D000292
http://purl.obolibrary.org/obo/MONDO_0000922	pelvic inflammatory disease	Inflammatory Pelvic Diseases	MESH:D000292
http://purl.obolibrary.org/obo/MONDO_0000922	pelvic inflammatory disease	Pelvic Inflammatory Diseases	MESH:D000292
http://purl.obolibrary.org/obo/MONDO_0000925	hyperlucent lung	Hyperlucent Lungs	MESH:D019568
http://purl.obolibrary.org/obo/MONDO_0000925	hyperlucent lung	Hyperlucent Thorax	MESH:D019568
http://purl.obolibrary.org/obo/MONDO_0000942	corneal disorder	Corneal Diseases	MESH:D003316
http://purl.obolibrary.org/obo/MONDO_0000945	venous insufficiency	Venous Insufficiencies	MESH:D014689
http://purl.obolibrary.org/obo/MONDO_0000948	xerophthalmia	Xerophthalmias	MESH:D014985
http://purl.obolibrary.org/obo/MONDO_0000950	asthenopia	Eye Fatigue	MESH:D001248
http://purl.obolibrary.org/obo/MONDO_0000950	asthenopia	Eyestrain	MESH:D001248
http://purl.obolibrary.org/obo/MONDO_0000950	asthenopia	Visual Fatigue	MESH:D001248
http://purl.obolibrary.org/obo/MONDO_0000960	diabetic peripheral angiopathy	Diabetic Angiopathies	MESH:D003925
http://purl.obolibrary.org/obo/MONDO_0000960	diabetic peripheral angiopathy	Diabetic Vascular Complication	MESH:D003925
http://purl.obolibrary.org/obo/MONDO_0000960	diabetic peripheral angiopathy	Diabetic Vascular Complications	MESH:D003925
http://purl.obolibrary.org/obo/MONDO_0000960	diabetic peripheral angiopathy	Diabetic Vascular Disease	MESH:D003925
http://purl.obolibrary.org/obo/MONDO_0000960	diabetic peripheral angiopathy	Diabetic Vascular Diseases	MESH:D003925
http://purl.obolibrary.org/obo/MONDO_0000983	exhibitionism	Exhibitionisms	MESH:D005084
http://purl.obolibrary.org/obo/MONDO_0000984	thalassemia	Thalassemias	MESH:D013789
http://purl.obolibrary.org/obo/MONDO_0000986	pleurisy	Pleurisies	MESH:D010998
http://purl.obolibrary.org/obo/MONDO_0000986	pleurisy	Pleuritides	MESH:D010998
http://purl.obolibrary.org/obo/MONDO_0000989	mumps infectious disease	Epidemic Parotitides	MESH:D009107
http://purl.obolibrary.org/obo/MONDO_0000989	mumps infectious disease	Rubulavirus Infection	MESH:D019351
http://purl.obolibrary.org/obo/MONDO_0000989	mumps infectious disease	Rubulavirus Infections	MESH:D019351
http://purl.obolibrary.org/obo/MONDO_0001008	blepharophimosis	Blepharophimoses	MESH:D016569
http://purl.obolibrary.org/obo/MONDO_0001011	breast cyst	Breast Cysts	MESH:D047688
http://purl.obolibrary.org/obo/MONDO_0001020	amblyopia	Amblyopias	MESH:D000550
http://purl.obolibrary.org/obo/MONDO_0001023	prolymphocytic leukemia	Prolymphocytic Leukemias	MESH:D015463
http://purl.obolibrary.org/obo/MONDO_0001029	Klippel-Feil syndrome	Cervical Fusion Syndrome	MESH:D007714
http://purl.obolibrary.org/obo/MONDO_0001029	Klippel-Feil syndrome	Dystrophia Brevicollis Congenita	MESH:D007714
http://purl.obolibrary.org/obo/MONDO_0001029	Klippel-Feil syndrome	Dystrophia Brevicollis Congenitas	MESH:D007714
http://purl.obolibrary.org/obo/MONDO_0001029	Klippel-Feil syndrome	Vertebral Cervical Fusion Syndrome	MESH:D007714
http://purl.obolibrary.org/obo/MONDO_0001039	tonsillitis	Tonsillitides	MESH:D014069
http://purl.obolibrary.org/obo/MONDO_0001040	nasopharyngitis	Nasopharyngitides	MESH:D009304
http://purl.obolibrary.org/obo/MONDO_0001044	esophageal atresia	Esophageal Atresias	MESH:D004933
http://purl.obolibrary.org/obo/MONDO_0001045	intestinal atresia	Apple Peel Intestinal Atresia	MESH:D007409
http://purl.obolibrary.org/obo/MONDO_0001045	intestinal atresia	Apple Peel Syndrome	MESH:D007409
http://purl.obolibrary.org/obo/MONDO_0001045	intestinal atresia	Apple Peel Syndromes	MESH:D007409
http://purl.obolibrary.org/obo/MONDO_0001045	intestinal atresia	Apple-Peel Intestinal Atresia	MESH:D007409
http://purl.obolibrary.org/obo/MONDO_0001045	intestinal atresia	Apple-Peel Intestinal Atresias	MESH:D007409
http://purl.obolibrary.org/obo/MONDO_0001045	intestinal atresia	Congenital Intestinal Atresias	MESH:D007409
http://purl.obolibrary.org/obo/MONDO_0001046	imperforate anus	Anal Atresias	MESH:D001006
http://purl.obolibrary.org/obo/MONDO_0001068	osteomalacia	Adult Rickets	MESH:D010018
http://purl.obolibrary.org/obo/MONDO_0001071	intellectual disability	Intellectual Development Disorder	MESH:D008607
http://purl.obolibrary.org/obo/MONDO_0001071	intellectual disability	Intellectual Development Disorders	MESH:D008607
http://purl.obolibrary.org/obo/MONDO_0001071	intellectual disability	Mental Retardation	MESH:D008607
http://purl.obolibrary.org/obo/MONDO_0001076	glucose intolerance	Glucose Intolerances	MESH:D018149
http://purl.obolibrary.org/obo/MONDO_0001076	glucose intolerance	Impaired Glucose Tolerance	MESH:D018149
http://purl.obolibrary.org/obo/MONDO_0001076	glucose intolerance	Impaired Glucose Tolerances	MESH:D018149
http://purl.obolibrary.org/obo/MONDO_0001083	Fanconi renotubular syndrome	Proximal Renal Tubular Dysfunction	MESH:D005198
http://purl.obolibrary.org/obo/MONDO_0001085	interstitial nephritis	Interstitial Nephritides	MESH:D009395
http://purl.obolibrary.org/obo/MONDO_0001087	schizotypal personality disorder	Schizotypal Personality Disorders	MESH:D012569
http://purl.obolibrary.org/obo/MONDO_0001098	separation anxiety disorder	Separation Anxiety	MESH:D001010
http://purl.obolibrary.org/obo/MONDO_0001103	giardiasis	Giardia Infections	MESH:D005873
http://purl.obolibrary.org/obo/MONDO_0001105	renal hypertension	Renal Hypertensions	MESH:D006977
http://purl.obolibrary.org/obo/MONDO_0001106	kidney failure	Kidney Insufficiencies	MESH:D051437
http://purl.obolibrary.org/obo/MONDO_0001106	kidney failure	Kidney Insufficiency	MESH:D051437
http://purl.obolibrary.org/obo/MONDO_0001106	kidney failure	Renal Insufficiencies	MESH:D051437
http://purl.obolibrary.org/obo/MONDO_0001109	petrositis	Petrositides	MESH:D059270
http://purl.obolibrary.org/obo/MONDO_0001116	mesenteric lymphadenitis	Mesenteric Lymphadenitides	MESH:D008640
http://purl.obolibrary.org/obo/MONDO_0001121	frontal sinusitis	Frontal Sinusitides	MESH:D015522
http://purl.obolibrary.org/obo/MONDO_0001126	gastric ulcer	Gastric Ulcers	MESH:D013276
http://purl.obolibrary.org/obo/MONDO_0001126	gastric ulcer	Stomach Ulcer	MESH:D013276
http://purl.obolibrary.org/obo/MONDO_0001126	gastric ulcer	Stomach Ulcers	MESH:D013276
http://purl.obolibrary.org/obo/MONDO_0001132	sexual sadism disorder	Sadism	MESH:D012448
http://purl.obolibrary.org/obo/MONDO_0001132	sexual sadism disorder	Sadisms	MESH:D012448
http://purl.obolibrary.org/obo/MONDO_0001134	essential hypertension	Primary Hypertensions	MESH:D000075222
http://purl.obolibrary.org/obo/MONDO_0001135	voyeurism	Voyeurisms	MESH:D014843
http://purl.obolibrary.org/obo/MONDO_0001139	sexual masochism disorder	Masochism	MESH:D008398
http://purl.obolibrary.org/obo/MONDO_0001139	sexual masochism disorder	Masochisms	MESH:D008398
http://purl.obolibrary.org/obo/MONDO_0001142	salivary gland disorder	Salivary Gland Diseases	MESH:D012466
