GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	Comments	IsNegative	ExternalDatabase	DatabaseLink	Phenotypes
SOD2	6648	19731237	TAS	DiseaseName: Liver Cirrhosis, Alcoholic (MESH:D008104); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6648&diseaseAcc=MESH:D008104	alcoholic liver cirrhosis
ABCA6	23460	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=23460&diseaseAcc=MESH:D017449	allergic contact dermatitis
ADRBK1	156	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=156&diseaseAcc=MESH:D017449	allergic contact dermatitis
ASRGL1	80150	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=80150&diseaseAcc=MESH:D017449	allergic contact dermatitis
BCL2	596	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=596&diseaseAcc=MESH:D017449	allergic contact dermatitis
BMP6	654	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=654&diseaseAcc=MESH:D017449	allergic contact dermatitis
CALCRL	10203	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10203&diseaseAcc=MESH:D017449	allergic contact dermatitis
CASP8	841	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=841&diseaseAcc=MESH:D017449	allergic contact dermatitis
CCL19	6363	17597826	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6363&diseaseAcc=MESH:D017449	allergic contact dermatitis
CCR2	729230	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=729230&diseaseAcc=MESH:D017449	allergic contact dermatitis
CD36	948	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=948&diseaseAcc=MESH:D017449	allergic contact dermatitis
CD3D	915	17597826	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=915&diseaseAcc=MESH:D017449	allergic contact dermatitis
CIDEC	63924	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=63924&diseaseAcc=MESH:D017449	allergic contact dermatitis
CISH	1154	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1154&diseaseAcc=MESH:D017449	allergic contact dermatitis
CNTN3	5067	17597826	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5067&diseaseAcc=MESH:D017449	allergic contact dermatitis
CREM	1390	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1390&diseaseAcc=MESH:D017449	allergic contact dermatitis
CTSC	1075	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1075&diseaseAcc=MESH:D017449	allergic contact dermatitis
CYP1A1	1543	19022366	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1543&diseaseAcc=MESH:D017449	allergic contact dermatitis
EMB	133418	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=133418&diseaseAcc=MESH:D017449	allergic contact dermatitis
ETS2	2114	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2114&diseaseAcc=MESH:D017449	allergic contact dermatitis
F13A1	2162	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2162&diseaseAcc=MESH:D017449	allergic contact dermatitis
FCGR3B	2215	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2215&diseaseAcc=MESH:D017449	allergic contact dermatitis
FGL2	10875	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10875&diseaseAcc=MESH:D017449	allergic contact dermatitis
FYB	2533	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2533&diseaseAcc=MESH:D017449	allergic contact dermatitis
HSD11B1	3290	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3290&diseaseAcc=MESH:D017449	allergic contact dermatitis
IFI30	10437	17597826	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10437&diseaseAcc=MESH:D017449	allergic contact dermatitis
IFNG	3458	12484431	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3458&diseaseAcc=MESH:D017449	allergic contact dermatitis
IFNG	3458	15347381	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3458&diseaseAcc=MESH:D017449	allergic contact dermatitis
IGSF6	10261	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10261&diseaseAcc=MESH:D017449	allergic contact dermatitis
IL10	3586	15347381	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3586&diseaseAcc=MESH:D017449	allergic contact dermatitis
IL2	3558	22245253	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3558&diseaseAcc=MESH:D017449	allergic contact dermatitis
IL2RA	3559	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3559&diseaseAcc=MESH:D017449	allergic contact dermatitis
IL32	9235	17597826	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9235&diseaseAcc=MESH:D017449	allergic contact dermatitis
IL4	3565	12484431	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3565&diseaseAcc=MESH:D017449	allergic contact dermatitis
IL4	3565	21804303	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3565&diseaseAcc=MESH:D017449	allergic contact dermatitis
IL5	3567	15347381	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3567&diseaseAcc=MESH:D017449	allergic contact dermatitis
IPCEF1	26034	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=26034&diseaseAcc=MESH:D017449	allergic contact dermatitis
ITGAM	3684	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3684&diseaseAcc=MESH:D017449	allergic contact dermatitis
KMO	8564	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8564&diseaseAcc=MESH:D017449	allergic contact dermatitis
MEOX1	4222	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4222&diseaseAcc=MESH:D017449	allergic contact dermatitis
MRC1	4360	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4360&diseaseAcc=MESH:D017449	allergic contact dermatitis
MXD1	4084	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4084&diseaseAcc=MESH:D017449	allergic contact dermatitis
NAMPT	10135	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10135&diseaseAcc=MESH:D017449	allergic contact dermatitis
NINJ1	4814	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4814&diseaseAcc=MESH:D017449	allergic contact dermatitis
NUMA1	4926	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4926&diseaseAcc=MESH:D017449	allergic contact dermatitis
PHLDA1	22822	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=22822&diseaseAcc=MESH:D017449	allergic contact dermatitis
PIM1	5292	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5292&diseaseAcc=MESH:D017449	allergic contact dermatitis
PLAT	5327	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5327&diseaseAcc=MESH:D017449	allergic contact dermatitis
PRDX4	10549	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10549&diseaseAcc=MESH:D017449	allergic contact dermatitis
QPCT	25797	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=25797&diseaseAcc=MESH:D017449	allergic contact dermatitis
RAB32	10981	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10981&diseaseAcc=MESH:D017449	allergic contact dermatitis
RGS1	5996	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5996&diseaseAcc=MESH:D017449	allergic contact dermatitis
SAT1	6303	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6303&diseaseAcc=MESH:D017449	allergic contact dermatitis
SELE	6401	17597826	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6401&diseaseAcc=MESH:D017449	allergic contact dermatitis
SIAT1	100049380	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=100049380&diseaseAcc=MESH:D017449	allergic contact dermatitis
SLC2A3	6515	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6515&diseaseAcc=MESH:D017449	allergic contact dermatitis
SLC7A5	8140	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8140&diseaseAcc=MESH:D017449	allergic contact dermatitis
SOCS1	8651	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8651&diseaseAcc=MESH:D017449	allergic contact dermatitis
SOCS2	8835	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8835&diseaseAcc=MESH:D017449	allergic contact dermatitis
STAC	6769	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6769&diseaseAcc=MESH:D017449	allergic contact dermatitis
TLR7	51284	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=51284&diseaseAcc=MESH:D017449	allergic contact dermatitis
TMSB10	9168	17597826	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9168&diseaseAcc=MESH:D017449	allergic contact dermatitis
TNF	7124	15849067	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7124&diseaseAcc=MESH:D017449	allergic contact dermatitis
TNFAIP6	7130	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7130&diseaseAcc=MESH:D017449	allergic contact dermatitis
TNFAIP6	7130	17374397	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7130&diseaseAcc=MESH:D017449	allergic contact dermatitis
UPP1	7378	16033404	TAS	DiseaseName: Dermatitis, Allergic Contact (MESH:D017449); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7378&diseaseAcc=MESH:D017449	allergic contact dermatitis
ALB	213	19389874	TAS	DiseaseName: Rhinitis, Allergic, Perennial (MESH:D012221); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=213&diseaseAcc=MESH:D012221	allergic rhinitis
PTGS2	5743	16979129	TAS	DiseaseName: ALLERGIC RHINITIS (OMIM:607154); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5743&diseaseAcc=OMIM:607154	allergic rhinitis;allergic rhinitis
AR	367	15902657	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=367&diseaseAcc=MESH:D000505	alopecia
CRH	1392	21359208	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D000505	alopecia
HR	55806	16455232	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=55806&diseaseAcc=MESH:D000505	alopecia
SRD5A2	6716	17136762	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6716&diseaseAcc=MESH:D000505	alopecia
SUPV3L1	6832	19145458	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6832&diseaseAcc=MESH:D000505	alopecia
TNFRSF10A	8797	19652058	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8797&diseaseAcc=MESH:D000505	alopecia
VDR	7421	1338926	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7421&diseaseAcc=MESH:D000505	alopecia
ZDHHC13	54503	20548961	TAS	DiseaseName: Alopecia (MESH:D000505); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=54503&diseaseAcc=MESH:D000505	alopecia
CTLA4	1493	20596022	TAS	DiseaseName: Alopecia Areata (MESH:D000506); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1493&diseaseAcc=MESH:D000506	alopecia areata
IKZF4	64375	20596022	TAS	DiseaseName: Alopecia Areata (MESH:D000506); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=64375&diseaseAcc=MESH:D000506	alopecia areata
IL2RA	3559	20596022	TAS	DiseaseName: Alopecia Areata (MESH:D000506); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3559&diseaseAcc=MESH:D000506	alopecia areata
PRDX5	25824	20596022	TAS	DiseaseName: Alopecia Areata (MESH:D000506); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=25824&diseaseAcc=MESH:D000506	alopecia areata
RAET1L	154064	20596022	TAS	DiseaseName: Alopecia Areata (MESH:D000506); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=154064&diseaseAcc=MESH:D000506	alopecia areata
STX17	55014	20596022	TAS	DiseaseName: Alopecia Areata (MESH:D000506); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=55014&diseaseAcc=MESH:D000506	alopecia areata
ULBP3	79465	20596022	TAS	DiseaseName: Alopecia Areata (MESH:D000506); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=79465&diseaseAcc=MESH:D000506	alopecia areata
SERPINA1	5265	17559149	TAS	DiseaseName: AAT deficiency (MESH:C531610); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5265&diseaseAcc=MESH:C531610	alpha 1-antitrypsin deficiency
SERPINA1	5265	3485249	TAS	DiseaseName: alpha 1-Antitrypsin Deficiency (MESH:D019896); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5265&diseaseAcc=MESH:D019896	alpha 1-antitrypsin deficiency
HBA1	3039	16798638	TAS	DiseaseName: alpha-Thalassemia (MESH:D017085); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3039&diseaseAcc=MESH:D017085	alpha thalassemia
HBA2	3040	15182556	TAS	DiseaseName: alpha-Thalassemia (MESH:D017085); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3040&diseaseAcc=MESH:D017085	alpha thalassemia
HBA2	3040	16798638	TAS	DiseaseName: alpha-Thalassemia (MESH:D017085); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3040&diseaseAcc=MESH:D017085	alpha thalassemia
COL4A3	1285	12631109	TAS	DiseaseName: Nephritis, Hereditary (MESH:D009394); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1285&diseaseAcc=MESH:D009394	Alport syndrome
ALMS1	7840	22447358	TAS	DiseaseName: Alstrom Syndrome (MESH:D056769); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7840&diseaseAcc=MESH:D056769	Alstrom syndrome
ATP1A3	478	22842232	TAS	DiseaseName: Alternating hemiplegia of childhood (MESH:C536589); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=478&diseaseAcc=MESH:C536589	alternating hemiplegia of childhood
TP73	7161	21245298	TAS	DiseaseName: Rhabdomyosarcoma, Alveolar (MESH:D018232); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7161&diseaseAcc=MESH:D018232	alveolar rhabdomyosarcoma
A2M	2	15023809	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2&diseaseAcc=MESH:D000544	Alzheimer's disease
A2M	2	9697696	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2&diseaseAcc=MESH:D000544	Alzheimer's disease
A2M	2	9811940	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2&diseaseAcc=MESH:D000544	Alzheimer's disease
ABCA7	10347	21460840	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10347&diseaseAcc=MESH:D000544	Alzheimer's disease
ACE	1636	10643899	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1636&diseaseAcc=MESH:D000544	Alzheimer's disease
ACE	1636	14872014	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1636&diseaseAcc=MESH:D000544	Alzheimer's disease
ACE	1636	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1636&diseaseAcc=MESH:D000544	Alzheimer's disease
ACE	1636	9916793	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1636&diseaseAcc=MESH:D000544	Alzheimer's disease
APOE	348	19734902	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=348&diseaseAcc=MESH:D000544	Alzheimer's disease
APOE	348	20819998	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=348&diseaseAcc=MESH:D000544	Alzheimer's disease
APOE	348	8346443	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=348&diseaseAcc=MESH:C536597	Alzheimer's disease
APP	351	12192006	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	12572668	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	12746438	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	12852432	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	1497677	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	15590663	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	15591071	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	15993441	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	16204253	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	16266835	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	16325427	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	16492752	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	16969627	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	17239395	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	17430250	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	18583042	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	19286555	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	20157255	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	20640797	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	21157020	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	21209907	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	21980910	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:D000544	Alzheimer's disease
APP	351	16651627	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:C536597	Alzheimer's disease
